expression,force,flavor,can_express,evidence,polarity,syntactically_negated,full_form,notes
szabad ,strong,deontic,?,,negative,,,
szabad ,weak necessity,deontic,?,,negative,,,
szabad ,weak,deontic,1,"hun-modal-evid27b, hun-modal-evid28b",negative,high,nem szabad ,
szabad ,strong,teleological,?,,negative,,,
szabad ,weak necessity,teleological,?,,negative,,,
szabad ,weak,teleological,?,,negative,,,
szabad ,strong,circumstantial,?,,negative,,,
szabad ,weak,circumstantial,?,,negative,,,
szabad ,strong,bouletic,?,,negative,,,
tud-,strong,epistemic,?,,positive,no,tud-,
tud-,weak necessity,epistemic,?,,positive,no,tud-,
tud-,weak,epistemic,?,,positive,no,tud-,
tud-,strong,deontic,?,,positive,no,tud-,
tud-,weak necessity,deontic,?,,positive,no,tud-,
tud-,weak,deontic,?,,positive,no,tud-,
tud-,strong,teleological,?,,positive,no,tud-,
tud-,weak necessity,teleological,?,,positive,no,tud-,
tud-,weak,teleological,1,"hun-modal-evid36b, hun-modal-evid37b",positive,no,tud-,
tud-,strong,circumstantial,?,,positive,no,tud-,
tud-,weak,circumstantial,1,"hun-modal-evid44, hun-modal-evid45b, hun-modal-evid46, hun-modal-evid47, hun-modal-evid48",positive,no,tud-,
tud-,strong,bouletic,?,,positive,no,tud-,
tud-,strong,epistemic,?,,negative,,,
tud-,weak necessity,epistemic,?,,negative,,,
tud-,weak,epistemic,?,,negative,,,
tud-,strong,deontic,?,,negative,,,
tud-,weak necessity,deontic,?,,negative,,,
tud-,weak,deontic,?,,negative,,,
tud-,strong,teleological,?,,negative,,,
tud-,weak necessity,teleological,?,,negative,,,
tud-,weak,teleological,1,hun-modal-evid39,negative,high,nem tud-,
tud-,strong,circumstantial,?,,negative,,,
tud-,weak,circumstantial,1,"hun-modal-evid50b, hun-modal-evid51, hun-modal-evid52",negative,high,nem tud-,
tud-,strong,bouletic,?,,negative,,,
szükséges ,strong,epistemic,?,,negative,,,
szükséges ,weak necessity,epistemic,?,,negative,,,
szükséges ,weak,epistemic,?,,negative,,,
szükséges ,strong,deontic,?,,negative,,,
szükséges ,weak necessity,deontic,?,,negative,,,
szükséges ,weak,deontic,?,,negative,,,
szükséges ,strong,teleological,1,hun-modal-evid38b,negative,high,nem szükséges ,
szükséges ,weak necessity,teleological,?,,negative,,,
szükséges ,weak,teleological,?,,negative,,,
szükséges ,strong,circumstantial,?,,negative,,,
szükséges ,weak,circumstantial,?,,negative,,,
szükséges ,strong,bouletic,?,,negative,,,
képes,strong,epistemic,?,,positive,no,képes,
képes,weak necessity,epistemic,?,,positive,no,képes,
képes,weak,epistemic,?,,positive,no,képes,
képes,strong,deontic,?,,positive,no,képes,
képes,weak necessity,deontic,?,,positive,no,képes,
képes,weak,deontic,?,,positive,no,képes,
képes,strong,teleological,?,,positive,no,képes,
képes,weak necessity,teleological,?,,positive,no,képes,
képes,weak,teleological,?,,positive,no,képes,
képes,strong,circumstantial,?,,positive,no,képes,
képes,weak,circumstantial,1,"hun-modal-evid45, hun-modal-evid46b, hun-modal-evid47b",positive,no,képes,
képes,strong,bouletic,?,,positive,no,képes,
képes,strong,epistemic,?,,negative,,,
képes,weak necessity,epistemic,?,,negative,,,
képes,weak,epistemic,?,,negative,,,
képes,strong,deontic,?,,negative,,,
képes,weak necessity,deontic,?,,negative,,,
képes,weak,deontic,?,,negative,,,
képes,strong,teleological,?,,negative,,,
képes,weak necessity,teleological,?,,negative,,,
képes,weak,teleological,1,hun-modal-evid50,negative,high,nem képes,
képes,strong,circumstantial,?,,negative,,,
képes,weak,circumstantial,?,,negative,,,
képes,strong,bouletic,?,,negative,,,
