expression,force,flavor,can_express,evidence,polarity,syntactically_negated,full_form,notes
kan/kunnen,strong,epistemic,1,"dutch-modal-evid4b, dutch-modal-evid4c, dutch-modal-evid13b, dutch-modal-evid14",negative,low,kan/kunnen niet,kan/kunnen are singular and plural form
kan/kunnen,weak necessity,epistemic,?,,negative,,,
kan/kunnen,weak,epistemic,0,dutch-modal-evid12d,negative,low,kan/kunnen niet,
kan/kunnen,strong,deontic,?,,negative,,,
kan/kunnen,weak necessity,deontic,?,,negative,,,
kan/kunnen,weak,deontic,?,,negative,,,
kan/kunnen,strong,teleological,?,,negative,,,
kan/kunnen,weak necessity,teleological,?,,negative,,,
kan/kunnen,weak,teleological,1,"dutch-modal-evid39, dutch-modal-evid39b, dutch-modal-evid39c, dutch-modal-evid39d, dutch-modal-evid40",negative,low,kun geen/niet,
kan/kunnen,strong,circumstantial,?,,negative,,,
kan/kunnen,weak,circumstantial,1,"dutch-modal-evid51, dutch-modal-evid52, dutch-modal-evid53, dutch-modal-evid53b",negative,low,kun/kunnen niet,
kan/kunnen,strong,bouletic,?,,negative,,,
kan/kunnen,strong,epistemic,?,,positive,no,kan/kunnen,
kan/kunnen,weak necessity,epistemic,?,,positive,no,kan/kunnen,
kan/kunnen,weak,epistemic,1,"dutch-modal-evid8c, dutch-modal-evid10",positive,no,kan/kunnen,
kan/kunnen,strong,deontic,?,,positive,no,kan/kunnen,
kan/kunnen,weak necessity,deontic,?,,positive,no,kan/kunnen,
kan/kunnen,weak,deontic,1,"dutch-modal-evid20b, dutch-modal-evid21b, dutch-modal-evid22",positive,no,kan/kunnen,
kan/kunnen,strong,teleological,?,,positive,no,kan/kunnen,
kan/kunnen,weak necessity,teleological,1,"dutch-modal-evid32d, dutch-modal-evid33d, dutch-modal-evid34b",positive,no,kan/kunnen,
kan/kunnen,weak,teleological,1,"dutch-modal-evid35, dutch-modal-evid36, dutch-modal-evid37",positive,no,kan/kunnen,
kan/kunnen,strong,circumstantial,?,,positive,no,kan/kunnen,
kan/kunnen,weak,circumstantial,1,"dutch-modal-evid44, dutch-modal-evid45, dutch-modal-evid46, dutch-modal-evid47, dutch-modal-evid48",positive,no,kan/kunnen,
kan/kunnen,strong,bouletic,?,,positive,no,kan/kunnen,
kan/kunnen,,,?,,positive,no,kan/kunnen,
zal/zouden wel,strong,epistemic,1,dutch-modal-evid4f,positive,no,zal wel,
zal/zouden wel,weak necessity,epistemic,1,"dutch-modal-evid6b, dutch-modal-evid7d",positive,no,zal wel,
zal/zouden wel,weak,epistemic,?,,positive,no,zal wel,
zal/zouden wel,strong,deontic,?,,positive,no,zal wel,
zal/zouden wel,weak necessity,deontic,?,,positive,no,zal wel,
zal/zouden wel,weak,deontic,?,,positive,no,zal wel,
zal/zouden wel,strong,teleological,?,,positive,no,zal wel,
zal/zouden wel,weak necessity,teleological,?,,positive,no,zal wel,
zal/zouden wel,weak,teleological,?,,positive,no,zal wel,
zal/zouden wel,strong,circumstantial,?,,positive,no,zal wel,
zal/zouden wel,weak,circumstantial,?,,positive,no,zal wel,
zal/zouden wel,strong,bouletic,?,,positive,no,zal wel,
zou/zouden ... kunnen,strong,epistemic,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak necessity,epistemic,1,dutch-modal-evid5b,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak,epistemic,1,"dutch-modal-evid8b, dutch-modal-evid9b, dutch-modal-evid10b, dutch-modal-evid11b",positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,strong,deontic,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak necessity,deontic,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak,deontic,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,strong,teleological,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak necessity,teleological,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak,teleological,1,"dutch-modal-evid35b, dutch-modal-evid36b, dutch-modal-evid37b",positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,strong,circumstantial,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,weak,circumstantial,1,"dutch-modal-evid44b, dutch-modal-evid45b, dutch-modal-evid46b, dutch-modal-evid47c",positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,strong,bouletic,?,,positive,no,zou/zouden ... kunnen,
zou/zouden ... kunnen,strong,epistemic,?,,negative,,,
zou/zouden ... kunnen,weak necessity,epistemic,?,,negative,,,
zou/zouden ... kunnen,weak,epistemic,1,"dutch-modal-evid12f, dutch-modal-evid12g",negative,low,zou/zouden ... kunnen...niet,the negation can only scope over the weak modal
zou/zouden ... kunnen,strong,deontic,?,,negative,,,
zou/zouden ... kunnen,weak necessity,deontic,?,,negative,,,
zou/zouden ... kunnen,weak,deontic,?,,negative,,,
zou/zouden ... kunnen,strong,teleological,?,,negative,,,
zou/zouden ... kunnen,weak necessity,teleological,?,,negative,,,
zou/zouden ... kunnen,weak,teleological,?,,negative,,,
zou/zouden ... kunnen,strong,circumstantial,?,,negative,,,
zou/zouden ... kunnen,weak,circumstantial,1,"dutch-modal-evid52d, dutch-modal-evid53c",negative,yes,zou/zouden niet... kunnen,
zou/zouden ... kunnen,strong,bouletic,?,,negative,,,
zouden ... moeten kunnen,strong,epistemic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak necessity,epistemic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak,epistemic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,strong,deontic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak necessity,deontic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak,deontic,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,strong,teleological,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak necessity,teleological,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak,teleological,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,strong,circumstantial,?,,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,weak,circumstantial,1,dutch-modal-evid44c,positive,no,zouden ... moeten kunnen,
zouden ... moeten kunnen,strong,bouletic,?,,positive,no,,
zouden ... moeten kunnen,strong,epistemic,?,,negative,,,
zouden ... moeten kunnen,weak necessity,epistemic,?,,negative,,,
zouden ... moeten kunnen,weak,epistemic,?,,negative,,,
zouden ... moeten kunnen,strong,deontic,?,,negative,,,
zouden ... moeten kunnen,weak necessity,deontic,?,,negative,,,
zouden ... moeten kunnen,weak,deontic,?,,negative,,,
zouden ... moeten kunnen,strong,teleological,?,,negative,,,
zouden ... moeten kunnen,weak necessity,teleological,?,,negative,,,
zouden ... moeten kunnen,weak,teleological,?,,negative,,,
zouden ... moeten kunnen,strong,circumstantial,?,,negative,,,
zouden ... moeten kunnen,weak,circumstantial,1,dutch-modal-evid52b,negative,yes,zou niet ... moeten kunnen,
zouden ... moeten kunnen,strong,bouletic,?,,negative,,,
zou/zouden ... moeten,strong,epistemic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak necessity,epistemic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak,epistemic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,strong,deontic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak necessity,deontic,1,"dutch-modal-evid17, dutch-modal-evid18, dutch-modal-evid19",positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak,deontic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,strong,teleological,1,dutch-modal-evid30b,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak necessity,teleological,1,"dutch-modal-evid32c, dutch-modal-evid33c, dutch-modal-evid34",positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak,teleological,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,strong,circumstantial,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,weak,circumstantial,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,strong,bouletic,?,,positive,no,zou/zouden ... moeten,
zou/zouden ... moeten,strong,epistemic,?,,negative,,,
zou/zouden ... moeten,weak necessity,epistemic,?,,negative,,,
zou/zouden ... moeten,weak,epistemic,?,,negative,,,
zou/zouden ... moeten,strong,deontic,?,,negative,,,
zou/zouden ... moeten,weak necessity,deontic,?,,negative,,,
zou/zouden ... moeten,weak,deontic,?,,negative,,,
zou/zouden ... moeten,strong,teleological,?,,negative,,,
zou/zouden ... moeten,weak necessity,teleological,?,,negative,,,
zou/zouden ... moeten,weak,teleological,?,,negative,,,
zou/zouden ... moeten,strong,circumstantial,?,,negative,,,
zou/zouden ... moeten,weak,circumstantial,1,dutch-modal-evid52c,negative,yes,zou/zouden niet... moeten,
zou/zouden ... moeten,strong,bouletic,?,,negative,,,
zal/zullen ... moeten,strong,epistemic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak necessity,epistemic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak,epistemic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,strong,deontic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak necessity,deontic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak,deontic,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,strong,teleological,1,"dutch-modal-evid30d, dutch-modal-evid31b",positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak necessity,teleological,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak,teleological,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,strong,circumstantial,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,weak,circumstantial,?,,positive,no,zal/zullen ... moeten,
zal/zullen ... moeten,strong,bouletic,?,,positive,no,zal/zullen ... moeten,
waarschijnlijk,strong,epistemic,?,,positive,no,waarschijnlijk,"translated as ""probably"""
waarschijnlijk,weak necessity,epistemic,1,"dutch-modal-evid5c,  dutch-modal-evid7",positive,no,waarschijnlijk,
waarschijnlijk,weak,epistemic,?,,positive,no,waarschijnlijk,
waarschijnlijk,strong,deontic,?,,positive,no,waarschijnlijk,
waarschijnlijk,weak necessity,deontic,?,,positive,no,waarschijnlijk,
waarschijnlijk,weak,deontic,?,,positive,no,waarschijnlijk,
waarschijnlijk,strong,teleological,?,,positive,no,waarschijnlijk,
waarschijnlijk,weak necessity,teleological,?,,positive,no,waarschijnlijk,
waarschijnlijk,weak,teleological,?,,positive,no,waarschijnlijk,
waarschijnlijk,strong,circumstantial,?,,positive,no,waarschijnlijk,
waarschijnlijk,weak,circumstantial,?,,positive,no,waarschijnlijk,
waarschijnlijk,strong,bouletic,?,,positive,no,waarschijnlijk,
zal/zullen waarschijnlijk,strong,epistemic,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak necessity,epistemic,1,dutch-modal-evid7c,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak,epistemic,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,strong,deontic,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak necessity,deontic,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak,deontic,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,strong,teleological,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak necessity,teleological,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak,teleological,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,strong,circumstantial,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,weak,circumstantial,?,,positive,no,zal/zouden waarschijnlijk,
zal/zullen waarschijnlijk,strong,bouletic,?,,positive,no,zal/zouden waarschijnlijk,
misschien,strong,epistemic,?,,positive,no,misschien,
misschien,weak necessity,epistemic,?,,positive,no,misschien,"translated as ""maybe"""
misschien,weak,epistemic,1,"dutch-modal-evid8, dutch-modal-evid9, dutch-modal-evid10c, dutch-modal-evid11",positive,no,misschien,
misschien,strong,deontic,?,,positive,no,misschien,
misschien,weak necessity,deontic,?,,positive,no,misschien,
misschien,weak,deontic,?,,positive,no,misschien,
misschien,strong,teleological,?,,positive,no,misschien,
misschien,weak necessity,teleological,?,,positive,no,misschien,
misschien,weak,teleological,?,,positive,no,misschien,
misschien,strong,circumstantial,?,,positive,no,misschien,
misschien,weak,circumstantial,?,,positive,no,misschien,
misschien,strong,bouletic,?,,positive,no,misschien,
misschien,strong,epistemic,?,,negative,,,
misschien,weak necessity,epistemic,?,,negative,,,
misschien,weak,epistemic,1,dutch-modal-evid12,negative,low,misschien niet,
misschien,strong,deontic,?,,negative,,,
misschien,weak necessity,deontic,?,,negative,,,
misschien,weak,deontic,?,,negative,,,
misschien,strong,teleological,?,,negative,,,
misschien,weak necessity,teleological,?,,negative,,,
misschien,weak,teleological,?,,negative,,,
misschien,strong,circumstantial,?,,negative,,,
misschien,weak,circumstantial,?,,negative,,,
misschien,strong,bouletic,?,,negative,,,
zou,strong,epistemic,?,,positive,no,zou,
zou,weak necessity,epistemic,?,,positive,no,zou,
zou,weak,epistemic,0,dutch-modal-evid11c,positive,no,zou,
zou,strong,deontic,?,,positive,no,zou,
zou,weak necessity,deontic,?,,positive,no,zou,
zou,weak,deontic,?,,positive,no,zou,
zou,strong,teleological,?,,positive,no,zou,
zou,weak necessity,teleological,?,,positive,no,zou,
zou,weak,teleological,?,,positive,no,zou,
zou,strong,circumstantial,?,,positive,no,zou,
zou,weak,circumstantial,?,,positive,no,zou,
zou,strong,bouletic,?,,positive,no,zou,
wellicht,strong,epistemic,?,,positive,no,wellicht,
wellicht,weak necessity,epistemic,?,,positive,no,wellicht,
wellicht,weak,epistemic,?,,positive,no,wellicht,
wellicht,strong,deontic,?,,positive,no,wellicht,
wellicht,weak necessity,deontic,?,,positive,no,wellicht,
wellicht,weak,deontic,?,,positive,no,wellicht,
wellicht,strong,teleological,?,,positive,no,wellicht,
wellicht,weak necessity,teleological,?,,positive,no,wellicht,
wellicht,weak,teleological,?,,positive,no,wellicht,
wellicht,strong,circumstantial,?,,positive,no,wellicht,
wellicht,weak,circumstantial,?,,positive,no,wellicht,
wellicht,strong,bouletic,?,,positive,no,wellicht,
wellicht,strong,epistemic,1,dutch-modal-evid12b,negative,low,wellicht niet,
wellicht,weak necessity,epistemic,?,,negative,,,
wellicht,weak,epistemic,?,,negative,,,
wellicht,strong,deontic,?,,negative,,,
wellicht,weak necessity,deontic,?,,negative,,,
wellicht,weak,deontic,?,,negative,,,
wellicht,strong,teleological,?,,negative,,,
wellicht,weak necessity,teleological,?,,negative,,,
wellicht,weak,teleological,?,,negative,,,
wellicht,strong,circumstantial,?,,negative,,,
wellicht,weak,circumstantial,?,,negative,,,
wellicht,strong,bouletic,?,,negative,,,
hoeft,strong,epistemic,?,,positive,no,,
hoeft,weak necessity,epistemic,?,,positive,no,,
hoeft,weak,epistemic,?,,positive,no,,
hoeft,strong,deontic,?,,positive,no,,
hoeft,weak necessity,deontic,?,,positive,no,,
hoeft,weak,deontic,?,,positive,no,,
hoeft,strong,teleological,?,,positive,no,,
hoeft,weak necessity,teleological,?,,positive,no,,
hoeft,weak,teleological,?,,positive,no,,
hoeft,strong,circumstantial,?,,positive,no,,
hoeft,weak,circumstantial,?,,positive,no,,
hoeft,strong,bouletic,?,,negative,,,
hoeft,strong,epistemic,?,,negative,,,
hoeft,weak necessity,epistemic,?,,negative,,,
hoeft,weak,epistemic,1,dutch-modal-evid12c,negative,high,hoeft niet,
hoeft,strong,deontic,?,,negative,,,
hoeft,weak necessity,deontic,?,,negative,,,
hoeft,weak,deontic,1,"dutch-modal-evid25, dutch-modal-evid26b",negative,high,hoeft niet,
hoeft,strong,teleological,?,,negative,,,
hoeft,weak necessity,teleological,?,,negative,,,
hoeft,weak,teleological,1,dutch-modal-evid38,negative,high,hoeft ... niet,
hoeft,strong,circumstantial,?,,negative,,,
hoeft,weak,circumstantial,1,dutch-modal-evid49,negative,high,hoeft niet,
hoeft,strong,bouletic,?,,negative,,,
mag,strong,epistemic,?,,positive,no,mag,
mag,weak necessity,epistemic,?,,positive,no,mag,
mag,weak,epistemic,?,,positive,no,mag,
mag,strong,deontic,?,,positive,no,mag,
mag,weak necessity,deontic,?,,positive,no,mag,
mag,weak,deontic,1,"dutch-modal-evid20, dutch-modal-evid21, dutch-modal-evid22b, dutch-modal-evid23, dutch-modal-evid24",positive,no,mag,
mag,strong,teleological,?,,positive,no,mag,
mag,weak necessity,teleological,?,,positive,no,mag,
mag,weak,teleological,?,,positive,no,mag,
mag,strong,circumstantial,?,,positive,no,mag,
mag,weak,circumstantial,0,"dutch-modal-evid47b, dutch-modal-evid50",positive,no,mag,
mag,strong,bouletic,?,,positive,no,mag,
mag,strong,epistemic,?,,negative,,,
mag,weak necessity,epistemic,?,,negative,,,
mag,weak,epistemic,?,,negative,,,
mag,strong,deontic,?,,negative,,,
mag,weak necessity,deontic,?,,negative,,,
mag,weak,deontic,1,dutch-modal-evid27b,negative,low,mag niet,
mag,strong,teleological,?,,negative,,,
mag,weak necessity,teleological,?,,negative,,,
mag,weak,teleological,1,dutch-modal-evid40b,negative,low,mag niet,
mag,strong,circumstantial,?,,negative,,,
mag,weak,circumstantial,?,,negative,,,
mag,strong,bouletic,?,,negative,,,
mag wel,strong,epistemic,?,,positive,no,mag wel,
mag wel,weak necessity,epistemic,?,,positive,no,mag wel,
mag wel,weak,epistemic,?,,positive,no,mag wel,
mag wel,strong,deontic,?,,positive,no,mag wel,
mag wel,weak necessity,deontic,?,,positive,no,mag wel,
mag wel,weak,deontic,1,dutch-modal-evid21c,positive,no,mag wel,
mag wel,strong,teleological,?,,positive,no,mag wel,
mag wel,weak necessity,teleological,?,,positive,no,mag wel,
mag wel,weak,teleological,?,,positive,no,mag wel,
mag wel,strong,circumstantial,?,,positive,no,mag wel,
mag wel,weak,circumstantial,?,,positive,no,mag wel,
mag wel,strong,bouletic,?,,positive,no,mag wel,
verplicht,strong,epistemic,?,,negative,,,
verplicht,weak necessity,epistemic,?,,negative,,,
verplicht,weak,epistemic,?,,negative,,,
verplicht,strong,deontic,1,"dutch-modal-evid25c, dutch-modal-evid26c",negative,high,niet verplicht,translated as 'required'
verplicht,weak necessity,deontic,?,,negative,,,
verplicht,weak,deontic,?,,negative,,,
verplicht,strong,teleological,?,,negative,,,
verplicht,weak necessity,teleological,?,,negative,,,
verplicht,weak,teleological,?,,negative,,,
verplicht,strong,circumstantial,?,,negative,,,
verplicht,weak,circumstantial,?,,negative,,,
verplicht,strong,bouletic,?,,negative,,,
mogen,strong,epistemic,?,,negative,,,
mogen,weak necessity,epistemic,?,,negative,,,
mogen,weak,epistemic,?,,negative,,,
mogen,strong,deontic,1,dutch-modal-evid28,negative,low,mogen niet,
mogen,weak necessity,deontic,?,,negative,,,
mogen,weak,deontic,?,,negative,,,
mogen,strong,teleological,?,,negative,,,
mogen,weak necessity,teleological,?,,negative,,,
mogen,weak,teleological,?,,negative,,,
mogen,strong,circumstantial,?,,negative,,,
mogen,weak,circumstantial,?,,negative,,,
mogen,strong,bouletic,?,,negative,,,
zeker,strong,epistemic,?,,negative,,,
zeker,weak necessity,epistemic,?,,negative,,,
zeker,weak,epistemic,?,,negative,,,
zeker,strong,deontic,?,,negative,,,
zeker,weak necessity,deontic,?,,negative,,,
zeker,weak,deontic,?,,negative,,,
zeker,strong,teleological,?,,negative,,,
zeker,weak necessity,teleological,?,,negative,,,
zeker,weak,teleological,?,,negative,,,
zeker,strong,circumstantial,1,dutch-modal-evid49b,negative,high,niet zeker,translated as 'certain'
zeker,weak,circumstantial,?,,negative,,,
zeker,strong,bouletic,?,,negative,,,
wil,strong,epistemic,?,,positive,no,wil,
wil,weak necessity,epistemic,?,,positive,no,wil,
wil,weak,epistemic,?,,positive,no,wil,
wil,strong,deontic,?,,positive,no,wil,
wil,weak necessity,deontic,?,,positive,no,wil,
wil,weak,deontic,?,,positive,no,wil,
wil,strong,teleological,?,,positive,no,wil,
wil,weak necessity,teleological,?,,positive,no,wil,
wil,weak,teleological,?,,positive,no,wil,
wil,strong,circumstantial,?,,positive,no,wil,
wil,weak,circumstantial,?,,positive,no,wil,
wil,strong,bouletic,1,"dutch-modal-evid54b, dutch-modal-evid55b, dutch-modal-evid56b",positive,no,wil,
