expression,force,flavor,can_express,evidence,polarity,syntactically_negated,full_form,notes
tener que,strong,deontic,1,"spa-modal-evid25, spa-modal-evid26, spa-modal-evid26b",negative,,No tener que ,
tener que,weak necessity,deontic,?,,negative,,No tener que ,
tener que,weak,deontic,?,,negative,,No tener que ,
tener que,strong,teleological,1,spa-modal-evid38b,negative,,No tener que ,
tener que,weak necessity,teleological,?,,negative,,No tener que ,
tener que,weak,teleological,?,,negative,,No tener que ,
tener que,strong,circumstantial,?,,negative,,No tener que ,
tener que,weak,circumstantial,?,,negative,,No tener que ,
tener que,strong,bouletic,?,,negative,,No tener que ,
tener que,strong,epistemic,?,,negative,high,No tener por qué,"Paraphrase, either “it may be that…” or “SUBJ is [not] capable of…”:
""por qué"" is glossed as ""why"""
tener que,weak necessity,epistemic,?,,negative,,No tener por qué,
tener que,weak,epistemic,?,,negative,,No tener por qué,
tener que,strong,deontic,?,,negative,,No tener por qué,
tener que,weak necessity,deontic,?,,negative,,No tener por qué,
tener que,weak,deontic,?,,negative,,No tener por qué,
tener que,strong,teleological,?,,negative,,No tener por qué,
tener que,weak necessity,teleological,?,,negative,,No tener por qué,
tener que,weak,teleological,?,,negative,,No tener por qué,
tener que,strong,circumstantial,1,spa-modal-evid49,negative,,No tener por qué,
tener que,weak,circumstantial,?,,negative,,No tener por qué,
tener que,strong,bouletic,?,,negative,,No tener por qué,
deber,strong,epistemic,?,,negative,high,no deber,
deber,weak necessity,epistemic,?,,negative,,no deber,
deber,weak,epistemic,?,,negative,,no deber,
deber,strong,deontic,?,,negative,,no deber,deber is more felicitous in legal/prescriptive contexts
deber,weak necessity,deontic,?,,negative,,no deber,
deber,weak,deontic,1,"spa-modal-evid27, spa-modal-evid28, spa-modal-evid28b",negative,high,no deber,
deber,strong,teleological,?,,negative,,no deber,
deber,weak necessity,teleological,?,,negative,,no deber,
deber,weak,teleological,?,,negative,,no deber,
deber,strong,circumstantial,?,,negative,,no deber,
deber,weak,circumstantial,?,,negative,,no deber,
deber,strong,bouletic,?,,negative,,no deber,
necesitar,strong,epistemic,?,,negative,high,no necesitar,
necesitar,weak necessity,epistemic,?,,negative,,no necesitar,
necesitar,weak,epistemic,?,,negative,,no necesitar,
necesitar,strong,deontic,?,,negative,,no necesitar,
necesitar,weak necessity,deontic,?,,negative,,no necesitar,
necesitar,weak,deontic,?,,negative,,no necesitar,
necesitar,strong,teleological,1,spa-modal-evid38,negative,,no necesitar,
necesitar,weak necessity,teleological,?,,negative,,no necesitar,
necesitar,weak,teleological,?,,negative,,no necesitar,
necesitar,strong,circumstantial,?,,negative,,no necesitar,
necesitar,weak,circumstantial,?,,negative,,no necesitar,
necesitar,strong,bouletic,?,,negative,,no necesitar,
ser capaz de,strong,epistemic,?,,negative,high,no ser capaz de,"Paraphrase, either “it may be that…” or “SUBJ is [not] capable of…”"
ser capaz de,weak necessity,epistemic,?,,negative,,no ser capaz de,
ser capaz de,weak,epistemic,?,,negative,,no ser capaz de,
ser capaz de,strong,deontic,?,,negative,,no ser capaz de,
ser capaz de,weak necessity,deontic,?,,negative,,no ser capaz de,
ser capaz de,weak,deontic,?,,negative,,no ser capaz de,
ser capaz de,strong,teleological,?,,negative,,no ser capaz de,
ser capaz de,weak necessity,teleological,?,,negative,,no ser capaz de,
ser capaz de,weak,teleological,?,,negative,,no ser capaz de,
ser capaz de,strong,circumstantial,?,,negative,,no ser capaz de,
ser capaz de,weak,circumstantial,1,spa-modal-evid50b,negative,,no ser capaz de,
ser capaz de,strong,bouletic,?,,negative,,no ser capaz de,
